Fecha,Nombre Productos,Cantidad,Precios
07/09/2022,Aceite Oliva Extra Virgen CAÑUELAS Suave Botella 500 Ml,2,"$1.704,10"
07/09/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
07/09/2022,Lentejas Secas Inalpa 300 Grm,3,"$453,90"
31/08/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
31/08/2022,Té Price Of Wales Twinings Cja 20 Grm,5,"$3.719,45"
31/08/2022,Te Negro Clásico X25 So Green Hills Cja 50 Grm,1,"$359,52"
31/08/2022,Te Boldo GREEN HILLS X 20 Saquitos,1,"$892,50"
31/08/2022,Te Earl Grey GREEN HILLS X 20 Uni,1,"$955,00"
31/08/2022,Te Manzanilla GREEN HILLS X 20 Uni,1,"$873,10"
31/08/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,10,"$215,28"
31/08/2022,Yogur Natural Entero Sin Azúcar YOGURISIMO 300gr,2,"$1.226,33"
31/08/2022,Bolsas De Residuos TASK 50 X 70 Cm 20 U. Multiuso,3,"$29,58"
31/08/2022,Rollo Papel Aluminio SEPARATA 5 Metros Paquete 1 Unidad,4,"$95,10"
31/08/2022,Rollo Film Adherente SEPARATA 30 Metros Paquete 1 Unidad,4,"$26,63"
31/08/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,6,"$185,09"
31/08/2022,Aceite Oliva Virgen Extra MAZOLA Botella 500 Ml,2,"$1.815,66"
31/08/2022,Levadura Seca LEVEX 10 Gr X 2 Unidades,8,"$561,00"
31/08/2022,Jabon Tocador Pausa En El Ca Campos Verd Paq 120 Grm,3,"$741,58"
31/08/2022,Jabon Tocador Aromaterapia Campos Verd Paq 120 Grm,3,"$741,58"
31/08/2022,Pasta Dental Colgate Sensitive Pro Alivio Inmediato Original 140g,3,"$5.414,21"
31/08/2022,Leche Condensada Nestlé 395 Grm,3,"$1.320,12"
31/08/2022,Salsa Lista Filetto Arcor Pou 340 Grm,4,"$477,14"
31/08/2022,Pan Blanco BIMBO Artesano 500g,4,"$1.283,98"
31/08/2022,Pan Integral BIMBO Artesano 500g,1,"$1.443,98"
31/08/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,3,"$5.346,15"
31/08/2022,Queso Cremon Cremoso LA SERENISIMA X Kg,0.5,"$1.779,00"
31/08/2022,Manteca Multivitaminas La Serenísima 200gr,6.0,"$2.422,80"
31/08/2022,Bicarbonato De Sodio Alicante Sob 50 Grm,2,"$174,82"
31/08/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,1,"$6.827,35"
31/08/2022,Queso Unt Light . FINLANDIA Pot 290 Grm,3,"$2.259,13"
31/08/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,1,"$1.130,59"
31/08/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,3,"$1.633,03"
31/08/2022,Aceite Girasol Lira Botella 1.5 L,2,"$548,02"
31/08/2022,Mayonesa HELLMANNS Light 950 G Doypack,1,"$578,26"
31/08/2022,Mayonesa Clásica Hellmanns Pou 475 Grm,1,"$644,31"
31/08/2022,Rollos De Cocina Clásico X3 Uni Sussex Paq 10.3 Mtr,3,"$62,75"
31/08/2022,Postre Minions Vainilla Con Chocobombas SERENITO 118gr,2,"$2.718,64"
31/08/2022,Postre Minions Vainilla Con Rocklets SERENITO 120gr,2,"$2.673,33"
25/08/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
25/08/2022,Agua Mineral Natural De Manantial Con Gas Villavicencio 1.5 L,12,"$144,21"
25/08/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,8,"$185,09"
25/08/2022,Mayonesa Clásica Hellmanns Bot 320 Grm,1,"$812,71"
25/08/2022,Mayonesa Clásica Hellmanns Pou 475 Grm,2,"$644,31"
25/08/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,10,"$215,28"
25/08/2022,Leche Parcialmente Descremada Liviana LA SERENISIMA Larga Vida 1l,10,"$317,30"
25/08/2022,Leche Entera Clasica LA SERENISIMA Larga Vida 1l,2,"$232,17"
25/08/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,2,"$419,11"
25/08/2022,Aceite Oliva Extra Virgen CAÑUELAS Suave Botella 500 Ml,3,"$1.704,10"
25/08/2022,Azúcar Superior Real LEDESMA 1 Kg.,4,"$265,00"
25/08/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
25/08/2022,Dulce De Leche Rep C/Fuente De Ca La Serenisi Pot 400 Grm,2,"$985,50"
25/08/2022,Pan Blanco BIMBO Artesano 500g,4,"$1.283,98"
25/08/2022,Pan Integral Fuente De Fibr BIMBO Bsa 350 Grm,2,"$982,82"
25/08/2022,Queso Unt Light . FINLANDIA Pot 290 Grm,2,"$2.259,13"
25/08/2022,Espagueti LUCCHETTI Paquete 500 Gr,3,"$320,96"
25/08/2022,Bolsas De Residuos ASURIN 80 X 110 Cm 10 U. Fuertes,3,"$138,17"
25/08/2022,VIRULANA Inoxy X1 Uni,2,"$59,00"
25/08/2022,Jabón En Pan P/Lavar Fragancia Coco Ala Paq 200 Grm,2,"$841,95"
25/08/2022,Aceite Girasol Lira Botella 1.5 L,2,"$548,02"
25/08/2022,Queso CANUT Parmesano X Kg,0.5,"$3.049,00"
25/08/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Aloe Y Pepino Repuesto Económico 400ml,2.0,"$829,72"
25/08/2022,Salsa De Soja DARAMA Botella 500 Ml,2,"$1.252,10"
25/08/2022,Aceto Balsámico LA TOSCANA 250 Ml,2,"$2.242,40"
25/08/2022,Sal Fina . Celusal Est 500 Grm,3,"$277,48"
25/08/2022,Rollos De Cocina Clásico X3 Uni Sussex Paq 10.3 Mtr,4,"$62,75"
25/08/2022,Queso Azul Grandblu Bavaria . 1 Kgm,0.25,"$4.449,00"
25/08/2022,Palmitos Enteros CIUDAD DEL LAGO Lata 800 Gr,2.0,"$2.491,82"
25/08/2022,Aceite Fritolim Clasico Antiad Fritolim Aer 120 Grm,2,"$3.568,41"
25/08/2022,Caldo Cubo KNORR Balance Verdura 12 Unidades,2,"$2.449,47"
25/08/2022,Ketchup Hellmanns Bot 400 Grm,1,"$1.155,45"
25/08/2022,Ketchup Hellmann'S Regular 250 G Doypack,2,"$1.080,52"
25/08/2022,Separadores Alimento Para Freezer Glow 15 Mtr,1,"$37,27"
25/08/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,2,"$1.130,59"
25/08/2022,Jabón Líquido Ropa Fina Ala Matic Camellito 900 Ml,1,"$590,25"
25/08/2022,Gel Adhesivo W.C. Lavanda 12 Grm + Aplic. GLADE Bli 1 Uni,2,"$2.722,00"
25/08/2022,Yogur Estilo Griego Entero Frutillas A La Crema YOGURISIMO ​125gr,4,"$2.167,50"
25/08/2022,Té Price Of Wales Twinings Cja 20 Grm,3,"$3.719,45"
25/08/2022,Te Earl Grey GREEN HILLS X 20 Uni,1,"$955,00"
25/08/2022,Té GREEN HILLS En Hebras Caja 100 Gr,1,"$2.062,30"
25/08/2022,Esponja Lava Auto Multi 17x10x6 Match 1,1,"$349,00"
17/08/2022,Rollo Papel Manteca Separata Rol 1 Uni,2,"$139,70"
17/08/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Aloe Y Pepino Repuesto Económico 400ml,3,"$829,72"
17/08/2022,Telas KLARO Aerosol 360 CC,2,"$663,86"
17/08/2022,"Guante Go! Classic - Talle ""M""",2,"$757,09"
17/08/2022,Bolsas De Residuos TASK 50 X 70 Cm 20 U. Multiuso,3,"$29,58"
17/08/2022,Patitas Pollo . Granja Del . 1100 Grm,2,"$2.240,90"
17/08/2022,Mostaza NATURA Pouch 500 Gr,1,"$374,00"
17/08/2022,Mostaza BRENNAN´S Dijon Suave Tradicional Frasco 200 Gr,1,"$4.534,40"
17/08/2022,Bolsas Herméticas ZIPLOC Para Organizar Medianas 20un,2,"$55,80"
17/08/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,8,"$215,28"
17/08/2022,Yogur Natural Entero Sin Azúcar YOGURISIMO 300gr,3,"$1.226,33"
17/08/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
17/08/2022,Shampoo PANTENE Essentials Liso Extremo 400 Ml,2,"$2.204,97"
17/08/2022,Acondicionador PANTENE Essentials Brillo Extremo 400 Ml,2,"$1.804,97"
17/08/2022,Aceite Oliva Extra Virgen CAÑUELAS Suave Botella 500 Ml,2,"$1.704,10"
17/08/2022,Levadura Seca CALSA Mi Pan 10 Gr,10,"$495,00"
17/08/2022,Te Manzanilla GREEN HILLS X 20 Uni,1,"$873,10"
17/08/2022,Salsa De Soja DARAMA Botella 500 Ml,1,"$1.252,10"
17/08/2022,Salsa Inglesa Parmesana Bot 180 Cmq,1,"$1.428,61"
17/08/2022,Pan Blanco BIMBO Artesano 500g,4,"$1.283,98"
17/08/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
17/08/2022,Desinfectante De Ambientes Y Elimina Olores LYSOFORM Original En Aerosol 360ml,2,"$1.216,63"
17/08/2022,Bicarbonato De Sodio Alicante Sob 50 Grm,2,"$174,82"
17/08/2022,Huevo Color Grande El Ombu Map 30 Uni,2,"$29,97"
17/08/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,3,"$1.130,59"
17/08/2022,Reggianito Xkg,0.5,"$2.389,00"
17/08/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,1.0,"$6.827,35"
17/08/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
11/08/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,8,"$215,28"
11/08/2022,Queso Cremon Light LA SERENISIMA X Kg,1.0,"$2.019,00"
11/08/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
11/08/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
11/08/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
11/08/2022,Queso Unt Light . FINLANDIA Pot 290 Grm,1,"$2.259,13"
11/08/2022,Mayonesa Clásica Hellmanns Pou 475 Grm,3,"$644,31"
11/08/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,5,"$185,09"
11/08/2022,Harina Leudante . Morixe Paq 1 Kgm,2,"$202,80"
11/08/2022,Reggianito Xkg,0.25,"$2.389,00"
11/08/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,3.0,"$419,11"
11/08/2022,Salsa Lista Filetto Arcor Pou 340 Grm,4,"$477,14"
11/08/2022,Coditos LUCCHETTI Paquete 500 Gr,2,"$361,14"
11/08/2022,Arroz Largo Fino LUCCHETTI Paquete 1 Kg,3,"$187,02"
11/08/2022,Espagueti LUCCHETTI Paquete 500 Gr,2,"$320,96"
11/08/2022,Tirabuzon LUCCHETTI Paquete 500 Gr,2,"$361,14"
11/08/2022,Aceite Girasol Lira Botella 1.5 L,3,"$548,02"
11/08/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
11/08/2022,Agua Sin Gas Villavicencio 1.5 Ltr,24,"$121,84"
11/08/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
11/08/2022,Levadura Seca CALSA Mi Pan 10 Gr,6,"$495,00"
11/08/2022,Crema Leche P/Cocinar La Serenisi Ttb 330 Ml,3,"$1.557,57"
11/08/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,2,"$1.633,03"
11/08/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
11/08/2022,Huevo Color Grande El Ombu Cja 12 Uni,2,"$42,67"
11/08/2022,Huevo Blanco Grand . Cja 12 Uni,2,"$38,71"
11/08/2022,Papel Higiénico FELPITA Blanquísimo Simple Hoja Paquete 6 Unidades,3,"$30,11"
11/08/2022,P.Higienico Doble Hoja Higienol Paq 12 M2,4,"$39,69"
11/08/2022,Jabon Liquido Bio Enzimas Skip Doy 3 Ltr,2,"$620,80"
11/08/2022,Servilletas Familiares X 1 Sussex Paq 140 Uni,3,"$3,32"
11/08/2022,Rollos De Cocina Familiar 200 P Sussex Rol 4.12 Mtr,4,"$52,65"
11/08/2022,Lavavajillas Bio Act.Lima Cif Doy 450 Ml,3,"$773,31"
11/08/2022,Cabo La Gauchita Metálico Azul,1,"$928,99"
11/08/2022,Mate Cocido X50 Saq. Selec La Tranquer Cja 200 Grm,1,"$1.876,53"
11/08/2022,Rollo Film Adherente + Film De Aluminio SEPARATA 15 Mt / 5 Mt Paquete 2 Unidades,2,"$36,76"
11/08/2022,Choc.P/Taza Familiar Aguila Tab 225 Grm,2,"$2.935,51"
11/08/2022,Lomo De Atún En Aceite La Campagnola 170 Grm,8,"$4.562,47"
11/08/2022,Aceto Balsámico MONTERREY 250 CC,2,"$596,64"
11/08/2022,Pimenton Seleccionado Dulce Alicante Sob 25 Grm,2,"$485,48"
11/08/2022,Mostaza SAVORA Original 250 G,1,"$655,80"
11/08/2022,Queso De Maquina Pategras Sandw La Paulina X Kg,0.5,"$1.559,00"
11/08/2022,Avena Tradicional QUAKER 280 Grm,1.0,"$953,53"
11/08/2022,Esencia Vainilla Dos Anclas Pet 100 Cmq,2,"$2.888,00"
11/08/2022,Granos De Choclo Amarillo Enteros Ciudad Del Lago 300 Grm,3,"$727,96"
11/08/2022,Pimienta Blanca En Grano Alicante Mol 45 Grm,1,"$1.655,00"
11/08/2022,Patitas Pollo . Granja Del . 1100 Grm,1,"$2.240,90"
11/08/2022,Limpiador Líquido Aromatizante Poett Flores De Primavera (Botella) 4 Lts,2,"$210,50"
11/08/2022,Detergente MAGISTRAL Manzana Multiuso Plus 500 Ml,3,"$675,98"
11/08/2022,Limpiador De Cocina Ayudín Poder Activo - Gatillo 500 Ml,1,"$811,40"
11/08/2022,Esponja MORTIMER Cuadriculada 1 Un,6,"$92,79"
11/08/2022,Pack Limpieza Franela Y Rejilla 25grs Valena,1,"$549,00"
11/08/2022,Franela 50x60 Valena,1,"$379,00"
04/08/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,8,"$215,28"
04/08/2022,Queso Cremon Light LA SERENISIMA X Kg,1.0,"$2.019,00"
04/08/2022,Manteca Multivitaminas La Serenísima 200gr,6,"$2.422,80"
04/08/2022,Queso Blanco Clásico Light CASANCREM 480gr,1,"$1.546,87"
04/08/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
04/08/2022,Queso Unt Light . FINLANDIA Pot 290 Grm,1,"$2.259,13"
04/08/2022,Mayonesa Clásica Hellmanns Pou 475 Grm,1,"$644,31"
04/08/2022,Dulce De Leche LA SERENISIMA Estilo Colonial 1 Kg,1,"$894,35"
04/08/2022,Dulce De Leche VACALIN Pote 400 Gr,1,"$982,75"
04/08/2022,Sal Fina . Dos Ancla Est 500 Grm,2,"$231,26"
04/08/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,5,"$185,09"
04/08/2022,Harina Leudante . Morixe Paq 1 Kgm,2,"$202,80"
04/08/2022,Reggianito Xkg,0.25,"$2.389,00"
04/08/2022,Rebozador P/Horno Mama Cocina Paq 1 Kgm,3.0,"$419,11"
04/08/2022,Pure De Tomate SALSATI Tetrabrik 520 Gr,3,"$201,55"
04/08/2022,Salsa Lista Filetto Arcor Pou 340 Grm,4,"$477,14"
04/08/2022,Coditos LUCCHETTI Paquete 500 Gr,2,"$361,14"
04/08/2022,Arroz Largo Fino LUCCHETTI Paquete 1 Kg,3,"$187,02"
04/08/2022,Espagueti LUCCHETTI Paquete 500 Gr,2,"$320,96"
04/08/2022,Tirabuzon LUCCHETTI Paquete 500 Gr,2,"$361,14"
04/08/2022,Aceite Girasol Lira Botella 1.5 L,2,"$548,02"
04/08/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
04/08/2022,Agua Sin Gas Villavicencio 1.5 Ltr,24,"$121,84"
04/08/2022,Aceite Oliva Extra Virgen CAÑUELAS Suave Botella 500 Ml,3,"$1.704,10"
04/08/2022,Salsa De Soja DARAMA Botella 500 Ml,1,"$1.443,90"
04/08/2022,Caldo KNORR Cubo De Gallina 12 Unidades,1,"$2.159,38"
04/08/2022,Caldo Cubo KNORR Balance Verdura 12 Unidades,1,"$2.449,47"
04/08/2022,Caldo KNORR Cubo De Carne 12 Unidades,1,"$2.159,38"
04/08/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
04/08/2022,Cafe Instantaneo Suave Nescafe Pou 170 Grm,1,"$6.827,35"
04/08/2022,Levadura Seca CALSA Mi Pan 10 Gr,6,"$495,00"
04/08/2022,Crema Leche P/Cocinar La Serenisi Ttb 330 Ml,2,"$1.557,57"
04/08/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,1,"$1.633,03"
04/08/2022,Jugo CEPITA DEL VALLE Multifruta 200 Ml,12,"$477,25"
04/08/2022,Huevo Color Grande El Ombu Cja 12 Uni,2,"$42,67"
04/08/2022,Huevo Blanco Grand . Cja 12 Uni,2,"$38,71"
04/08/2022,Ketchup Hellmann'S Regular 250 G Doypack,2,"$1.080,52"
04/08/2022,Pan Integral BIMBO Artesano 500g,1,"$1.443,98"
04/08/2022,Pan Blanco BIMBO Artesano 500g,3,"$1.283,98"
04/08/2022,Pan Rapiditas Inte Bimbo Paq 265 Grm,1,"$1.301,84"
04/08/2022,Pan Rapiditas BIMBO Paq 275 Grm,3,"$1.254,50"
04/08/2022,Papel Higiénico FELPITA Blanquísimo Simple Hoja Paquete 6 Unidades,3,"$30,11"
04/08/2022,Jabón En Barra REXONA Active 3x125 G,1,"$895,97"
04/08/2022,P.Higienico Doble Hoja Higienol Paq 12 M2,4,"$39,69"
04/08/2022,Jabon Liquido Bio Enzimas Skip Doy 3 Ltr,2,"$620,80"
04/08/2022,Servilletas Familiares X 1 Sussex Paq 140 Uni,3,"$3,32"
04/08/2022,Rollos De Cocina Familiar 200 P Sussex Rol 4.12 Mtr,4,"$52,65"
04/08/2022,Limpiador Líquido CIF Antigrasa Biodegradable 900 Ml Doypack,3,"$223,32"
04/08/2022,Bolsas De Residuos TASK 50 X 70 Cm 20 U. Multiuso,2,"$29,58"
04/08/2022,Bolsas De Residuos TASK 34 X 38 Cm 20 U. Para Baño Oficia Papeleros Pequeños,2,"$12,98"
04/08/2022,Bolsas De Residuos TASK 80 X 110 10 U. Multiuso,3,"$115,19"
04/08/2022,Lavavajillas Bio Act.Lima Cif Doy 450 Ml,3,"$773,31"
04/08/2022,Cabo La Gauchita Metálico Azul,1,"$928,99"
04/08/2022,Escobillón Asapractic Curvo,1,"$1.373,59"
04/08/2022,Secador La Gauchita Doble Goma 40 Cms,1,"$886,89"
04/08/2022,Pack Limpieza Franela Y Rejilla 25grs Valena,1,"$549,00"
04/08/2022,Franela 50x60 Valena,1,"$379,00"
29/06/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,6,"$215,28"
29/06/2022,Dulce De Leche Rep C/Fuente De Ca La Serenisi Pot 400 Grm,2,"$985,50"
29/06/2022,Relleno DOLCELLA Sabor Avellanas La Serenisima 300gr,1,"$1.438,16"
29/06/2022,Dulce Leche Santa Clara Pot 400 Grm,1,"$787,62"
29/06/2022,Supremas Sin Piel X Uni (620 Gr) Refrigerados,2,"$441,97"
29/06/2022,Pan Rapiditas Inte Bimbo Paq 265 Grm,2,"$1.301,84"
29/06/2022,Jamon Cocido Feteado Bocatti Bli 130 Grm,2,"$5.346,15"
29/06/2022,Harina 0000 Ultra Refinada Pureza Paq 1 Kgm,6,"$185,09"
29/06/2022,Mate Cocido X50 Saq. Selec La Tranquer Cja 200 Grm,1,"$1.876,53"
29/06/2022,Limpiador De Pisos Plastificados Y Flotantes BLEM Original Repuesto Económico 400ml,3,"$665,53"
29/06/2022,Rollos De Cocina Clásico X3 Uni Sussex Paq 10.3 Mtr,2,"$62,75"
29/06/2022,P.Higienico Hoja Simple X6 Elite Paq 18 M2,3,"$26,64"
29/06/2022,Pañuelos ELITE Doble Hoja Caja 75 Unidades,2,"$2,58"
29/06/2022,Lavandina En Gel Original Vim Bot 700 Ml,2,"$372,27"
29/06/2022,Azúcar Superior Real LEDESMA 1 Kg.,3,"$265,00"
29/06/2022,Arroz Largo Fino LUCCHETTI Paquete 500 Gr,2,"$249,84"
29/06/2022,Queso Crema Clásico Entero CASANCREM 480gr,1,"$1.546,87"
29/06/2022,Manteca Multivitaminas La Serenísima 200gr,4,"$2.422,80"
29/06/2022,Agua Mineral Natural De Manantial Villavicencio 2 L,24,"$97,55"
16/06/2022,Jugo CEPITA DEL VALLE Naranja 200 Ml,6,"$477,25"
16/06/2022,Jugo CEPITA DEL VALLE Manzana 200 Ml,6,"$477,25"
16/06/2022,Galletitas PEPITOS 357g,2,"$1.655,43"
16/06/2022,Gall.Rellena Sab Frambuesa Sonrisas Paq 324 Grm,2,"$1.313,24"
16/06/2022,Leche Descremada LA SERENISIMA 1% Sachet 1 L,6,"$215,28"
16/06/2022,Gall.Rellena . Rumba Paq 336 Grm,1,"$883,89"
16/06/2022,Crema Leche Para Cocinar La Serenisima Ttb 520 Ml,2,"$1.130,59"
16/06/2022,Crema Leche Clásica P/Bati La Serenisi Ttb 330 Ml,3,"$1.633,03"
